sentiment,review_body,product_category
1,I've been eyeing this piece for a while and gave in when there was a sale. admittedly  i was first drawn away when i read that it was a pull on style  which always seemed cheap to me; however  it worked in my favor since the small was a tad big but the draw string helped cinch it (the store currently didn't have xs). the skirt  as shown on the model  seems like it'll be great as a transitional piece for autumn and winter (and when i tried it in the fitting room  i paired it with a cardigan and a,Skirts
1,I bought the 0p and love this skirt! it works well dressed up for a night out or i even wore it to my nieces baptism...have received a ton of compliments each time i've worn it.,Skirts
1,Just as nice and comfortable  except this one ahs the bonus of being able to pair wit different tops...too bad i ahve the dress in the same color!    soft  stretchy  stays in place (lining dind't crwal up when walked  but dind't try the petite...#    fit: true to size  if you usually need petites  you will #otherwise it fals in an awkwards pot on your calves#.    my usual xs was comfrtable and flattering  not clingy. i would get it if i dind't have hte dress# plus of dress is i don't have to thi,Skirts
1,This skirt is really cute and versatile  it can be dressed up or down. i paired it with a black chiffon top for a dressed up look and a denim button down for a casual look. the length is good  and the buckles allow it to be tightened  which is a plus if you have an athletic body.,Skirts
-1,After reading the reviews i placed an order because it was the only top that caught my eye on the entire price downs. lately all my usual l/10 sizes from retailer turn out huge so i ordered a size smaller from what i usually wear. all would have been ok if the top wasn't so darn short. for reference i'm 6 ft tall  160 lb. it's weird that this top looks completely the opposite of the model on the photo  from a loose looking fit with longer sleeves looking like a stylized sweatshirt that is not what,Sleep
-1,Much lower quality than other robes i have purchased,Sleep
-1,I loved these pants - super soft and cozy and perfect for winter. i've worn them a handful of times and have washed them maybe twice max and they already have 2 holes! they don't say handwash and my washer/dryer is brand new and pretty gentle on my clothes. maybe i just ended up with a bad pair  but i found the quality to be disappointing :(,Sleep
-1,These are very pretty  but i have had a few problems with them. out of the package  i found them to be true to size. i think i purchased the pxxs or the pxs. however  even though they are machine washable  i feel that they shrunk upon washing and are now too short (i am barely over 5' tall). also  the elastic waistband keeps twisting within the casing  which drives me crazy. i have to keep straightening it. i think there are better options for sleep pants.,Sleep
-1,This is way cuter on the model. it runs so big that it is very unflattering. perhaps on someone tall it would look better  but sadly it looked dumpy on my 5'2 frame. it also arrived with some black stain on it. it is going back.,Sleep
-1,I wish i had read the other reviews before purchasing this product. label says that you can wash and dry normally. however  upon washing  the outer layer shrunk and the inner lining did not. the robe will now not lay flat; the fabric pulls at the edges  and results in the inner lining being revealed when the robe is tied shut. extremely disappointed. for a $100 garment  i expected much more. i wish i could return this.,Sleep
-1,I splurged on this pajama set for myself and now regret it. even though the design is adorable  the fabric contains acrylic and the knitted fairisle part started pilling within the first week of wear. after a month and a couple washes  it looks horrible  and the fleece part is looking a little grungy as well. so so disappointed. the top is intentionally oversized and comes down to my crotch  i could have easily sized down.,Sleep
-1,Just not as long as in the picture. it hit me at my hips not good!,Sleep
-1,A truly unwearable slip: scratchy fabric  bunchy skirt  teeny bodice. it feels like you are wearing wrapping paper--the foil kind.,Sleep
0,I used my birthday month discount to treat myself to this gorgeous chemise and matching robe in the mauve. the color is prettier in person than on my computer. i bought it in size m  and size m clothes are normally a little big on me. this chemise fits  but there is no extra room or looseness. i am disappointed in the quality of the pieces. i have several beautiful 100% silk undergarments that i bought for myself in the 80s and 90s  and i am comparing this chemise (& robe) to those. this silk us,Sleep
0,"I *loved* the brown color on the model  and i love the wrap style in general. however  i'm not sure if the color looks as goon on me. i first ordered my standard size small (5'7""  137 lbs 32 b)  which fit  but exchanged it for the looser fit (medium) shown in the pictures. i really like that the material is a thin  but not see through cotton. it has an extra cotton layer lining in front which is nice. the v isn't too low on me  so i don't *have* to wear a cami under. not really crazy about the s",Sleep
0,Maybe it's just that it's a bath robe  but i'm not crazy about how this falls. it is very soft  cozy  and cute  though.,Sleep
0,If the sweater looked as it does in the picture  i would keep it. however  it was very boxy and short  a style that does not work for me at all. i'm 5 ft. 6 in. and ordered the medium. i suspect the sweater on the model may be clipped back to make it look more form fitting. unfortunately i will have to return the sweater.,Sleep
0,This jacket is very cozy but i had to send it back. i think it will be great on a taller person.,Sleep
0,I loved the romantic look of this robe and gown set  but the material was very thin and wrinkled and needs to be ironed. the m/l was uncomfortable and i normally wear only a m. sadly  i returned the set.,Sleep
0,"I really thought i would love this dress the style is really nice and the material is great. however  the length made me feel like i looked short and kind of stumpy. i feel like this dress would look really good on somebody that is more like 6ft  not my 5'6"" self.",Sleep
0,Just got these today because they were a steal of a deal with the sale on sale. was super excited because the pattern is adorable! i put them on tonight and noticed that they  firstly  aren't eloise like i assumed they would be  and secondly  that they weren't as soft as i had expected. all of the retailer/eloise pajamas i have purchased in the past have been so soft and comfortable - you don't want to take them off! did i get an off pair that just happened to not be as soft? i'm not sure  but i'm,Sleep
0,I ordered a large and it was skin tight  if that's the look you're going for..,Sleep
1,I saw this in the store and had to try it on. luckily i grabbed a couple sizes before heading to the dressing room since i thought it looked large but wanted to get the best look. i normally wear a large in most retailer items and if you want a really roomy look you could go for your normal size but i liked it a little more fitted and ended up getting a small. i plan to wear it over jeans or leggings. the delicate embroidery and details are so pretty. the stick out sides look a little funny but if,Sleep
1,Like the last reviewer i saw these pants in the store and decided to give them a try. i'm glad i did because i absolutely love them and they were the last pair on the rack. the fabric is nice and light  perfect for warm summer evenings and the pattern is really pretty almost like a watercolor painting. this is my third pair of sleep pants by elouise and i absolutely love them all.,Sleep
1,I love this item! . they hang & flow beautifully like the weightlessness of a silk skirt.  the front peek-a-boo cut outs really make them a delight to wear & show off some skin!  somewhat transparent i topped it off with a lightweight tunic length for modesty... but the placement of the painterly design really works in my favor so i could wear them with something shorter if i choose to. (like the model)  heads turned as i walked by!,Sleep
1,Very nicely made with attention to detail. thick and comfy. hand washing recommended. that's the only negative.,Sleep
1,I got the shirt  the cami  and the shorts and they are all great. super comfortable fabric  really well made  and really cute. love them all!,Sleep
1,I love this slip.. i am contemplating whether i can pass it off as a dress over the summer. the skirt is a subtle shinier grey than the top. it is flattering with or without a bra and i am not usually the type to go without. i am 5'3  32c and the xs fits perfectly! also i think it looks better in person.,Sleep
1,I'm 119 and small frame  but took a chance and ordered the m. so glad...the fit was perfect. the robe is soft and beautiful!,Sleep
1,This sweater is a dream come true for me. when i first spotted it during the 40% off sale  i didn't place my order in time to receive one. but then it came back a few weeks later  and i snatched one up! needless to say  the disappointment and wait was well worth it.  the material is incredibly soft  the fit is just about right (i'm a size xs at retailer  without fail  and this was probably the snuggest fit out of all the tops i have).  a few other reviews says that it runs big because of all the e,Sleep
1,"Buy this robe before its gone! my friend and i each bought this robe... it feels amazing and makes a girl feel pretty!. i bought the xs/s (34c  26"" waist)  but i tried on the m/l and could have made that work too. love!",Sleep
-1,This is a great cut and looks good on. it is a very poor quality material. it balled and frayed in two wears. i returned it to the store.,Sweaters
-1,The fit is not as shown on the website. will be returning.,Sweaters
-1,Not a coat by any means  merely a thin wool boucle like sweater with a cheap thin synthetic lining ---and i also would never want the lining to be seen by anyone if i were to set the sweater on a chair or be helped in putting the thing on. the length and bulk is hard to layer under anything else and isn't pretty enough for a spring coat..sizing is also 2 sizes larger than anticipated.,Sweaters
-1,I wish i had read all the reviews before purchasing. the sweater looked liked everything i would be interested in online. once i pulled it out of the bag  my first thought was how could retailer send me a used  washed and shrunken sweater. it is nothing like the picture. it fits like a midriff top  not exaggerating. i'm 5.6  ordered the m  don't waste your shipping money on this.,Sweaters
-1,I did not like this cashmere sweater at all. i ordered the pink which was more of a peach color. although the color was very pretty the material was very thin and cheap looking . it was also very short . not worth the money even at 40% off.,Sweaters
-1,I ordered a small and it is enormous; i usually wear a size 10. it is short but the fullness in the body and the sleeves made me look like a sumo wrestler. also  it is a very heavy knit which would be great for up north but too bulky for atlanta unless the temps are in the 40s. i'm sending it back.,Sweaters
-1,I saw this sweater online and have been looking for a unique sleevless sweater for some time now. its a very beautiful sweater so i ordered it right away when i saw this design. i recieved the sweater in the mail and really wanted to love it but it just wasn't for me. its very well made and thick which i liked but i usually fit in small sized tops for retailer but they didn't have a small left in the sizes  i ordered a medium and it still ran small  i was very surprised. its was also disappointing,Sweaters
-1,Cute sweater. snap was broken when i received it. and i looked for it at local stores and they are all out of stock. ugh!,Sweaters
-1,This looks so cute...but don't be fooled. it is so poofy. it does not look in real life like it does on the model. it poofs way out on the sides and looks ridiculous. i was so disappointed.,Sweaters
0,I waited and got this sweater at the winter sale. i ordered the navy in a medium. the design is pretty  but as has been said  i was surprised at how short it is. i do love the detail  the tie back. nice weight. i have not found it to be itchy. the sweater i received was a store return  and it was a little wrinkled and fuzzy  but for $35 i considered my hunt for the perfect navy pullover to be over. i do need to wear a cami underneath  as the sides are more revealing than pictures. the first day,Sweaters
0,The image online doesn't depict this blouse well.. my complaint is that the sweater portion looks crooked and shrunken where it has been cut at waist level and the ruffles have been attached at the hips. maybe i received a flawed piece  either way  i'll be sending it in for return.,Sweaters
0,I am tall and typically wear a size 10/12  so i thought i could pull this off even if it was large as the other review noted. but the thing about this piece is that it is more of a cover-up than a tunic. it fits like a poncho. with my arms at my sides  it fit me similar to the model picture. but if i lift my arms (to use them)  then it looks like i am wearing a dress that is designed for someone twice as large as me. the reason for that is that it doesn't really have sleeves - it's more like hol,Sweaters
0,"The color of this is beautiful. i'm 5'8"" and had to order the s because they were out of the m  so it's not as dramatically long on me as on the model  but otherwise fit - sleeves a little shorter too. the m would have been better. but it is a little scratchy wherever it touches my skin  so it's not worth the $$$ to me. going back :(",Sweaters
0,I did not realize that this knitted vest had an attached gauzy under-layer. i can see it now in the photo  but i just thought it wasn't part of the actual vest. when the vest arrived i realized sadly that this flowing under-layer was part of the design. i don't know why because the yarn and vest are lovely without it. in my opinion  the under-layer takes away from the beautiful vest. i guess i could have spent some time and removed it  but at that price i just sent it back. too bad because the m,Sweaters
0,I got this in the green color. it's a beautiful color  soft to the touch. i agree with other reviewers that it seems very delicate. i don't mind dry-cleaning my sweaters  so that's not the issue. the problem is that a. it runs huge - i got the small and it swims on me. i tend to run between small and medium in tops - very unusual to have a small be so big on me and b. the slits go even higher than they look on the model - they come up to the top of my waist. even with high-waisted pants  the sli,Sweaters
0,Love the knit  color  texture--but oddly a short and boxy fit...and so...not flattering.,Sweaters
0,I ordered this sweater in green in petite large. the color and knit is beautiful and the shoulders and body fit comfortably; however  the sleeves were very long for a petite. i roll them  and it looks okay but would have rather had a normal petite length sleeve.,Sweaters
0,"I am a sweater girl  so i was really looking forward to this cozy-looking piece. like other reviewers  i found the fit to be very strange and not as pictured. i am 5'1"" and 107 lbs and typically wear xxsp or xsp. i ordered this in the xxsp because of the loose fit. it did not fit like the model at all. the sleeves were shorter and stuck out oddly. the length was not as long as pictured  but it would have been fine for me had the sweater not also been as wide as it was long. others suggested sizi",Sweaters
1,I have this wonderful sweater coat in three sizes (s sp m) in the coral  green,Sweaters
1,What a cute swing sweater and so easy to layer. this jacket looks great snapped or left open and the collar and hood leave such a soft look around your neck. this has such great elements of cozy and warmth just in time for cool weather!,Sweaters
1,Probably one of my favorite turtle neck sweaters! it looks so chic and cute on!!,Sweaters
1,"It took a minute  but once i figured out how to wear this  i loved it. it is meant to be oversized  and for me looks best with leggings and ankle boots (too much bulk to be worn with even a slim skirt). i'm 5'9""  curvy and long limbed. the fabric has a thick  high quality feel; i find it quite soft and comfy. the unexpected design of the ribbing gives it a subtle chic; it's fashion forward without trying too hard. the ""cowl"" is really closer to a boatneck with an extra fold  which works well for",Sweaters
1,I love mixed media clothing  and this is no exception. i fell in love with this right away  and after being torn between the two colors  opted for the rose. it's very gorgeous in person - midweight and very soft. however  as soon as i put it on  i noticed the knit sides truly flare out; they don't lay nicely like on the model. it could be because of my large chest (36dddd)  but everything below the chest seems to widen me. it might work better on someone with a straighter build or smaller chest.,Sweaters
1,This is the kind of weather i want to wrap myself up with a cozy and soft blanket. but i can't really walking around with a giant bulky blanket. this cardigan is as good as i can get. it's so soft  comfy and well made. nowadays most of the knitwear are made of dominantly polyester. this one is mostly natural material with has a much better feel than the man made kind.  i like how this garment is not too bulky and not too tight. warm enough for the breeze but not too thick. love it!,Sweaters
1,This duster is very nicely put together and is mid-weight. i'm not sure it's worth this price point but it's not cheaply made  either. the colors are as shown on the website to a 't'. the length is also as shown. i am 5'5 142 lbs and 34d and the small is perfect. i think if one is considering multiple layers underneath a medium would serve the purpose nicely but the small will accommodate a blouse or tee underneath and is just perfect. colors are dark teal  salmon and gold. this is a three seaso,Sweaters
1,I went into the store to look at a few certain items. this wasn't one of them but it really caught my eye. i got it in yellow. it is such a great sweater. tts,Sweaters
1,I love this tunic  the detail the weight  the fringe. but it runs big. i would have done better to have ordered one size smaller. i think it would have looked more tailored if i had gotten the medium.,Sweaters
-1,This suit was high quality  and a cute design. however  it is clearly made for a lean body type.,Swim
-1,Cup size is really small for a medium. no way to adjust the back strap. ended up giving it to my daughter. cute but so poorly executed.,Swim
-1,I love the design and fit and quality. have been looking for a long-line top like this and was willing to pay full price. i have that dreadful little roll right under my bust line and this sucks everything in nicely. smooths it all out. i'm a 38c and everything was contained nicely and fit great in the large top.     here's my issue - wore it once and the colors ran! i was so excited to wear this i didn't even wash the top (i rinsed and dried the bottom  though). and i'm not a swimmer. just let,Swim
-1,"I'm on the shorter (5''3"") side of the spectrum and usually wear an xs in retailer. this is a lovely suit but it didn't work at all for me. it might work well on a taller person or someone who is longer waisted. the ruching and fuller cut leg was not flattering on me at all. it was very tight and pinched. sadly  i returned it.",Swim
-1,This suit is absolutely gorgeous but it really will only fit a very short waisted gal. it fit perfectly in the body and in the bust but just was not long enough for me to lift my arms up and my size c cup boobs to not pop out. i was very sad to return it :( i am a size 8 with c cup boobs and ordered it in a medium,Swim
-1,The cups on this suit are  ridiculous.  unless you are going to a nudist beach i do not recommend.  the construction of the suit itself was also vey poor. seams were messed up  a big pull right on the front-- i brought it back. sad because the design was adorable- just poor execution.,Swim
-1,This product looks great on the model  but for anyone with a normal body type  the band in the center is way too tight. i'm a 34a and wear a 27 pants and it was huge in the bust and too small in the waist and hips. the violet one looks much more blue in the photograph  it is truly lavender and purple. i really wanted to love this swimsuit  but instead i had to return it  pay for return shipping  and i am out about $20 now. very disappointed.,Swim
-1,I have been dying to try a mara hoffman bathing suit  so i went for this one. unfortunately  the design of the bathing suit is not like what they sent me. the middle where the tops meets the bottom  is squared off  not like that v that it looks like in this photo. it also makes for major side boob/sagging on each side. i was very disappointed.,Swim
-1,I so wanted to love the striped peplum top  however i have a petite frame with a large chest and there was absolutely no support in the top. not flattering in the least for a d-dd cup. will be returning. i imagine this would be perfect for someone with a frame like mary kate or ashley olsen :),Swim
0,I am a true to size 4 and when this bathing suit arrived it looks like it's a kids 4. i will exchange for an 8 and hope for the best. the quality looks great and the styling is beautiful but i could barely get into the suit.,Swim
0,I was really excited to receive this caftan  but it looked very strange on my body. i have small shoulders and the xs was still very big on me. there's also a seam along the sides that made me look boxy. the quality is really great  but i thought that the color seemed a tad bit darker/muted than pictured.,Swim
0,I bought this scarf/dress for 20% off on mother's day weekend. i really like how it looks and can be worn over a bathing suit or just as a dress  but it is not worth the money. it is poor quality  a scarf stitched together with an attached chord that you tie around your neck. you can make this yourself or wait until it is at least 50% off the original price.,Swim
0,The fit on these is frustrating. with l space you almost have to try everything on first because the sizing is different from one cut to the other. i wear a 25/26 jean and a medium in this bottom still felt and looked too small.,Swim
0,I love the way that this suit looked  however i found that it was lacking in support. i was disappointed to discover upon trying it on  that it just does not cover my butt. it fit elsewhere just fine  but the slim cut up the sides left it a little too revealing for my liking. in addition i found the top to be awkwardly fitting around the chest area. i am a 34b and ordered a small and it seemed to be too baggy at the top.,Swim
0,"The suit is beautiful  however the white it is slightly see-through on the bottom front. even though it is slight  to me that is inappropriate...so i returned it. regarding sizing  i ordered a medium  i usually wear a size 6 (135lbs) and my body is evenly proportioned throughout. the medium was not tight at all but the back bottom region seemed cut just slightly less than ""full coverage"". i feel that i would be in-between sizes small and medium but did not try a small due to the slightly transpa",Swim
0,I received this top and loved the pattern. however  i ordered both and s and m  and the bust sizing on this top is very odd. i am a 34c  and the bust area was way too big on both  but if i had sized down to the xs the rest of the suit would be too small. maybe it's just made for busty people? also the supportive material in the bust area goes straight across kind of like a bandeau  so that added to the odd look of the bust. it's still a beautiful pattern  so if you're going to give it a try orde,Swim
0,The top for this suit is great - i'm pretty small up top so it's rare that i find a suit that doesn't gap. however  the bottoms run so small. for reference  i'm a size 0 in dresses and 2/4 in pants. i ordered the xs and s to start  both were too small. with high hopes that i could keep this adorable suit (and well made otherwise!)  i ordered a size m bottom. they were still small. sadly  i'm giving up and returning.   only order this suit if you're super  super tiny on the bottom.,Swim
0,"I so wanted to love this suit! it is so unique and cute  however it does not wear well on a short girl! i am 5""4 and the torso was much too short for me so the cut down the middle looked really wide and odd and the suit just made me look stumpy instead of sexy. also  for how expensive this suit it i also thought the material was pretty thin for how expensive this suit is. i'm sad to say it is going back.",Swim
1,The material of this swimsuit is amazing. the swimsuit is expensive  but it is high quality in person. definitely one i'd recommend buying!,Swim
1,I was looking for a basic black one piece suit that sucked in the tummy  but with style and a little flair. this is it! the ruching is perfect  the material is great and the separation of the straps at the top give it more style. i am usually a size 6  but ordered an 8 because i have a 34d chest. i was right on. the 8 covers the top with a small amount of cleavage and the bottom still fits because the ruching is a little tighter in the waist. i plan to wear this to the local pools this summer an,Swim
1,These run tiny. i wear a 25/26 in pants and took a medium in this bottom and i'm still not completely comfortable with the fit. love the floral print  but with a bottom this small you don't really see much of the flowers so on mine at least it's just some splashes of different dark colors.,Swim
1,I got the floral suit and honestly  it's the most beautiful bathing suit i have ever owned. i have yet to wear it to the pool or beach so i don't know how it holds up when getting wet. i can see where other reviewers have said there is no support in the chest. it is padded which is nice  but no underwire or anything to hold the girls up. if you are big chested this could be an issue - not so much for me. :) looking forward to wearing this suit when the weather gets warmer!,Swim
1,Very pretty but also very roomy. i'm using it as a swimsuit cover up  so it's perfect!,Swim
1,These run really small..almost 2 sizes up. so if you order these  i would order a few sizes to cover your basis. otherwise  good quality  good coverage. hopefully sizing up will fit me.,Swim
1,Love these bottoms  cheekier than i thought but like them even more!,Swim
1,This suit is great for curvy and slightly flawed figures. the vintage look delivers full coverage that still looks sexy. not your mother's one-piece.,Swim
1,I purchased this for a recent trip with my friends and thought it was worth the price. the swimsuit is comfortable  yet flattering and all the patterns are really unique. i received a lot of compliments about the swimsuit! the one downside was that the fabric hook for one of the straps broke so i had to sew it back on. other than that  this was a great purchase! i recommend this to anyone who wants a very whimsical  but comfy swimsuit!,Swim
-1,The jeans look so different online! the pair i got did not have the stone washed look and was completely different cut. the rise is not as stated and is actually 10.5 inches! also  i'm a true 25 and the waist is like a 27  but the legs are super skinny. i'm so disappointed and i'm not even sure if is worth swapping out for a smaller size. these look more like men's cut jeans.,Trend
-1,It's like a work of art  but sadly  not flattering on me. i absolutely loved the look  and even considered taking it to a tailor  but the material overall is very stiff. if you're teeny tiny and need something to give you the illusion of hips  you might love it. very sad to return this.,Trend
-1,The dress is pretty  i ordered a 4 and 6 not knowing how it ran  i took both back the neck is too tight!,Trend
-1,I had loved this on-line when i saw the pretty floral pattern. however  in person  it is such a disappointment. the quality of the fabric and the fit are just very poor.,Trend
-1,This dress runs so large  why did they not make an extra small. the material and detail are great the flow in the back is different but is flattering. i wish wish that they made this in the extra small  i was swimming in it  there was no way to fix it so it went back,Trend
-1,The top is totally see through and fabric some what itchy.  it also feels cheap to the touch.  i love the idea but can't keep it for this price...i'm a shorty so i'd have to hem it too! sadly will return.,Trend
-1,I waited a long time to get this top. unfortunately i will be returning. the sides are gathered and stick out a lot on the sides. not as pictured. the sides should have been pleated. it runs smaller in the bust and when closed it was a little snug. afraid this might shrink with dry cleaning or washing. the design is unique and wish this top would of worked.,Trend
-1,Mine came smelling like gasoline. not sure why  but i would have kept it otherwise. it's a smell that will be really hard to get out. looks like the picture.,Trend
-1,"Finally received this in the mail today and was very disappointed. i am swimming in the xs (5'4""  110lbs). the colors are much more vibrant that shown in the pics - the green is a bright kelly green  the red is much more red than rust colored  etc. and it's a sweater coat! for the price i was expecting it to be lined and higher quality. i don't doubt that it will be warm  but can't justify the price. it's going back to the store.",Trend
0,"I order from retailer regularly and am pretty consistently a 0 petite or xxs petite. i ordered this in a 0 petite and it was like 5 inches too small in the rib cage and chest area. even if i would have got it zipped up  the halter cut is cut narrow so you can't wear a bra for sure...strapless would be necessary. also  the actual neck part was tight. for reference  i am 5'3""  108 pounds and a 32c bust. it seems you need to be flat chested to pull this one off and maybe missing a few ribs.",Trend
0,I was so in love with these when i saw them online. they arrived today  and while the fit was great  i was disappointed. the colors are definitely more drab in person than what's pictured in the photo. the material is very thick. it's soft and they'd be warm in cold weather  i'm sure. i liked them  but they were underwhelming. if they were less expensive  i would probably keep them because i liked the fit and they'd be a quirky alternative to what i usually wear to work  but sadly  back they go.,Trend
0,This skirt is not what i was expecting at all. for starters it runs large  i expected it to sit at the natural waist and it is definitely made to do so  but it was a good two inches too big and therefore wouldn't lay flat and gaped at the front. no bueno. my biggest gripe  though  is that the color looks nothing like it does in the picture. they have it paired with an ivory top and the two look like they match so well but do not be fooled  the background color of this skirt is not even close to,Trend
0,I was very excited to get this dress in the mail. i wasn't sure about the sizing because there weren't any reviews written yet. i got the m which fit across my chest area and fit fine  but there was just so much fabric below the bust. i love that it's different  but i think you'd have to be a stick figure for this shape to work for you. it does not flatter your body at all.,Trend
0,It is polyester but seems good quality. looks like a girls nightgown with the pattern combined with the baby doll dress silhouette and the overall width of the dress. i usually wear a small but  to look like it does on the model  6-8 inches would have to go in the width.,Trend
0,Doesn't fit as tight/as slimming as you think it would by looking at the picture  definitely order one size down if you want it to fit tight!,Trend
0,This gorgeous &amp;amp;amp; beautiful dress is hampered by a see-through unlined bodice and all viscose/polyester fabrication.  by the way  did you see the price tag?  at least the skirt is lined.  if you have deep pockets and don't mind the slightly rough fabric  go for it.  and wear a nice bra.  size up if you're busty.,Trend
0,First  this sweater drapes beautifully and has a unique look.   however  there are several items to note. primarily  this sweater is very expensive. the wool has an itchy feel. the &quot;drape&quot; is a second layer under the cardigan so it creates a liner but it is not sewn in at the bottom. so it is annoying when you first put it on. it is at least sewn in on the inside of the cardigan at the top. i also notice that the seams are sewn white or are falling apart already on the sleeves.,Trend
0,I recommend this topper but with reservations. it is beautiful looking  especially the lace portion.   it is also very wide. the gathered portion is a complete design fail  it balloons up right below the bust  making one look wide and pretty ridiculous. it's obvious that the model is hiding the gathered poof by placing her arms close to her body. but i knew this from the other reviews posted here so it was no surprise.   i ordered size s  the smallest available  and it fit very wide more like a,Trend
1,I tried on a size 8 in the store just for fun... (i am a 0 petite) and then decided to take a chance and order my usual size. i was a little worried as many reviews said the dress was small  but it was on back order and decided to wait before ordering a size up. the 0p was actually fine  yes  it is a little hard to zip up  but once on  it is totally fine... not even too snug... but i didn't sit and eat... we shall see. i don't plan on ordering the size up. i think the zipper needed some wiggling,Trend
1,"It is seldom that i write a review about a tee  but after receiving the jessa tee in the mail today  i just felt compelled to do so! the deal is  this tee is pricey for sure  but in my opinion  it is worth it! as another reviewer said  the cotton fabric is hefty; in fact  it could also be called a ""lightweight sweater."" everything about this tee is perfect and classic: the elbow sleeves  the nice neckline  and the semi-boxy  semi-cropped fit. it will go with everything from jeans  to nice slacks",Trend
1,I wanted to love this dress. the wool is lightweight yet warm and drapes beautifully. the plaid print is rich  however it is much darker in color than shown in the photos. the dress runs very large. i ordered it in my typical size and it was too big. dolman sleeve dresses usually look great on me  but the cut of this dress  while beautiful  was nothing remarkable. for as expensive as it is it would have had to be an amazing dress for me to keep it. sadly it didn't quite make the cut. it's a sham,Trend
1,Oh this is so much prettier in person! what you can't see from the pics is that the bottom flutes out a bit. it is quite charming. fits true to size.,Trend
1,This dress is so beautiful! i ordered it online and when i received it i was so pleased with how it was even better in person. the fit  the embroidery  the lovely fall colors - makes this a perfect dress all the way around!,Trend
1,This is such an ethereal flowing dress.more gray than light blue as it appears in pix.love the flowy bell sleeves.its a modest length just above the knee.quality a bit lower than is the retailer norm but still good.,Trend
1,I love this skirt. i was happy with the quality of the fabric and style. i originally ordered a small  but returned and exchanged for a medium  which fits great. (i typically wear a size 6-8 in pants). i look forward to wearing this skirt to work this fall.,Trend
1,This jacket is a real treasure and i could never have seen how substantial the embroidery is from the photo. also from the pic the jacket looks like a thin cotton  but on the contrary it is a wonderful weight with a feel like denim. the embroidery is a wonderful texture like heavy string or thin rope so it really has dimension... . i loved it so much i got the sweatshirt also by the same designer. can't wait until cooler weather so i may live in it! also when you have it on for a bit it seems to,Trend
1,Wonderful print and color. dress style is very boxy and oversized  fabric is great but has no drape.,Trend
